factor,ic_mean,ic_std,icir,ic_t,ic_pvalue,positive_ratio,n_dates,top_minus_bottom,monotonic_score,autocorr_lag1,abs_icir,abs_monotonic,has_persistence,score
alpha018_lag4,-0.018513797192046693,0.13095240919395001,-0.14137805715835602,-2.2664626727102624,0.024258054305614403,0.4357976653696498,257,-0.007523122817271362,-1.0,0.16402334163853388,0.14137805715835602,1.0,0.0,0.641378057158356
alpha005_lag4,-0.012157014767534743,0.14380216847362642,-0.0845398570590009,-1.3552770085521153,0.17652389097406748,0.48249027237354086,257,-0.01792612604246085,-0.5,0.5859506167340005,0.0845398570590009,0.5,1.0,0.6345398570590008
parkinson_vol_10_lag7,0.06051137241436912,0.18133805634248126,0.3336937300137665,5.349517445599989,1.9567385368106418e-07,0.6264591439688716,257,0.010322111185610397,0.0,0.9162676242437602,0.3336937300137665,0.0,1.0,0.6336937300137665
parkinson_vol_10_lag10,0.06066296718997472,0.1835147531897101,0.3305618002671633,5.299308792242444,2.508987813744373e-07,0.6186770428015564,257,0.013571713934427937,0.0,0.9158263733735892,0.3305618002671633,0.0,1.0,0.6305618002671634
lower_shadow_ratio_lag10,-0.009377827747483037,0.07290265324309395,-0.1286349306960429,-2.0621748147429626,0.040200264830277575,0.4396887159533074,257,-0.010253402822024985,-1.0,0.07475605623266941,0.1286349306960429,1.0,0.0,0.6286349306960429
obv_slope_20_lag3,0.043410317815991965,0.1339322665967016,0.3241214303249987,5.196061807768669,4.160395670871118e-07,0.6614785992217899,257,0.00764078143219387,0.0,0.9052954644048689,0.3241214303249987,0.0,1.0,0.6241214303249987
obv_slope_20_lag4,0.04388674966056013,0.1359910364718882,0.32271795847097845,5.173562442356019,4.640549965824725e-07,0.6653696498054474,257,0.008058933781927173,0.0,0.9066216992521479,0.32271795847097845,0.0,1.0,0.6227179584709784
alpha042_lag7,0.017216310275621337,0.23829641007035993,0.07224745966814192,1.1582148872832048,0.24785571490219568,0.556420233463035,257,-0.025973194918299226,-0.5,0.4824861412306207,0.07224745966814192,0.5,1.0,0.622247459668142
alpha005_lag3,-0.010243272501107367,0.14703739191104523,-0.06966440555001376,-1.1168053796269315,0.2651246324356146,0.4591439688715953,257,-0.016509162011152333,-0.5,0.5873556371964289,0.06966440555001376,0.5,1.0,0.6196644055500138
obv_slope_20_lag5,0.04195715186975744,0.139117953874779,0.30159408402112753,4.83492097347532,2.2999215274489593e-06,0.6614785992217899,257,0.0075818977550222155,0.0,0.9061390977836373,0.30159408402112753,0.0,1.0,0.6015940840211276
rsi_14_lag1,0.008272402644756436,0.16307040069387865,0.05072902629512559,0.8132481576830326,0.4168314993437755,0.5330739299610895,257,0.01432661164508437,0.5,0.8469230359263873,0.05072902629512559,0.5,1.0,0.6007290262951256
parkinson_vol_10_lag15,0.05324654320029959,0.18545205476692553,0.2871175693751108,4.602844788983765,6.566269655673681e-06,0.5875486381322957,257,0.010721042783703949,0.0,0.9140632577389842,0.2871175693751108,0.0,1.0,0.5871175693751107
alpha005_lag2,-0.005277250177718011,0.1509194535352017,-0.03496732895661527,-0.5605689272966861,0.5755817010546296,0.5058365758754864,257,-0.01586879026417326,-0.5,0.5873007862120394,0.03496732895661527,0.5,1.0,0.5849673289566153
return_kurt_20_lag1,-0.022316630179696314,0.07871316855673934,-0.2835183818525825,-4.545145423637713,8.470594663662207e-06,0.38910505836575876,257,0.004461373384582842,0.0,0.8487565072105905,0.2835183818525825,0.0,1.0,0.5835183818525824
clv_1_lag0,-0.029188295574791755,0.0883768606533299,-0.3302707898766257,-5.294643540782768,2.567391619336153e-07,0.3657587548638132,257,-0.008408389448206703,-0.5,0.02836386720049126,0.3302707898766257,0.5,0.0,0.5802707898766257
return_kurt_20_lag0,-0.022661480998389837,0.0830381725337895,-0.27290438008096257,-4.374990031018956,1.769125590424398e-05,0.38910505836575876,257,0.0042356197964878856,0.0,0.8481472717627061,0.27290438008096257,0.0,1.0,0.5729043800809626
alpha016_lag5,-0.018582839813505208,0.06895240857601911,-0.26950240313966517,-4.320452191796599,2.2298029702180804e-05,0.38910505836575876,257,-0.01185039634925128,0.0,0.592153293788257,0.26950240313966517,0.0,1.0,0.5695024031396652
obv_slope_20_lag0,0.036566107374864154,0.13654904416995922,0.267787355064538,4.292957879579354,2.503591550270962e-05,0.622568093385214,257,0.004568993318027452,0.0,0.9080034744475239,0.267787355064538,0.0,1.0,0.567787355064538
alpha011_lag4,-0.031132285204115442,0.09805040639243076,-0.3175130664886135,-5.090121676294949,6.936469262735643e-07,0.3463035019455253,257,-0.011461958354425997,-0.5,0.26780617178785815,0.3175130664886135,0.5,0.0,0.5675130664886134
alpha005_lag1,-0.0016571344994520062,0.15409966781587878,-0.010753653936697529,-0.17239418713661525,0.8632638522587245,0.47470817120622566,257,-0.014712715742046557,-0.5,0.5869348222106769,0.010753653936697529,0.5,1.0,0.5607536539366975
bull_ratio_5_lag15,0.026211915458779895,0.10126116136616653,0.2588545806224364,4.149754611379916,4.5339138471231444e-05,0.5914396887159533,257,0.005902944379162438,0.0,0.7586076433987926,0.2588545806224364,0.0,1.0,0.5588545806224363
obv_slope_20_lag10,0.038855361420640916,0.15406733111926038,0.2521972772447377,4.04302991937512,6.985874533427656e-05,0.6303501945525292,257,0.0015214806293487662,0.0,0.9076872475228779,0.2521972772447377,0.0,1.0,0.5521972772447377
obv_slope_20_lag7,0.03707316522728891,0.14712862933131052,0.2519779148068183,4.039513271973592,7.085032809534384e-05,0.6381322957198443,257,0.0035328582922435625,0.0,0.9042183722633235,0.2519779148068183,0.0,1.0,0.5519779148068182
alpha011_lag7,-0.029367218214033725,0.09792562738425407,-0.29989308211218896,-4.807651838431966,2.606959614323532e-06,0.3657587548638132,257,-0.009181266034398589,-0.5,0.2657211126717328,0.29989308211218896,0.5,0.0,0.549893082112189
momentum_60_lag4,0.04667680105986648,0.18979741323867802,0.24592959547435184,3.942551336895416,0.00010410315864047771,0.5875486381322957,257,0.02105620831370602,0.0,0.9310430280130378,0.24592959547435184,0.0,1.0,0.5459295954743518
log_volume_zscore_20_lag3,-0.028695029678495545,0.09844352862385991,-0.2914872118017587,-4.672895486044876,4.80405617902804e-06,0.38132295719844356,257,-0.006209789818594588,-0.5,0.19342480934718637,0.2914872118017587,0.5,0.0,0.5414872118017586
lower_shadow_ratio_lag0,-0.02410838694030971,0.08278585599791641,-0.29121383900308384,-4.668512986692541,4.8994185999986614e-06,0.4046692607003891,257,-0.013631606195361266,-0.5,0.07162082594372907,0.29121383900308384,0.5,0.0,0.5412138390030838
alpha041_lag7,0.04726276439833206,0.16309758605007646,0.2897821208943019,4.64556079936857,5.42939644476718e-06,0.6186770428015564,257,0.005078121534768679,0.5,0.28543760135326307,0.2897821208943019,0.5,0.0,0.5397821208943019
alpha005_lag15,-0.03357122912560532,0.1425066985722405,-0.23557649894322094,-3.776578573466567,0.00019773899568863276,0.3852140077821012,257,-0.023074586037499123,0.0,0.5837485989860147,0.23557649894322094,0.0,1.0,0.5355764989432209
alpha041_lag10,0.04435139354087798,0.1594639899489997,0.27812795575391397,4.458730319425671,1.2346142238857748e-05,0.6186770428015564,257,0.002150272734703848,0.5,0.2917030830768434,0.27812795575391397,0.5,0.0,0.528127955753914
return_kurt_20_lag5,-0.01709619355203712,0.07502191432263305,-0.22788266210476368,-3.6532369859898433,0.0003140616380677741,0.4163424124513619,257,-4.595861201765056e-05,0.0,0.8502824798209806,0.22788266210476368,0.0,1.0,0.5278826621047636
bull_ratio_5_lag10,0.022439630210940035,0.09990290948658671,0.22461438136546816,3.600842459933694,0.00038086351142456405,0.5953307392996109,257,-0.004295139010330219,0.0,0.7596379316458876,0.22461438136546816,0.0,1.0,0.5246143813654681
momentum_40_lag1,0.0421492833372551,0.18955844160851817,0.22235508468835735,3.564623178892688,0.0004346187023106029,0.6186770428015564,257,0.017475336846282434,0.0,0.9137849696743483,0.22235508468835735,0.0,1.0,0.5223550846883573
obv_slope_20_lag15,0.03680041545824257,0.16592058412485425,0.2217953586189793,3.555650087391174,0.0004489965987069966,0.6147859922178989,257,0.002183379441360607,0.0,0.9066500911444588,0.2217953586189793,0.0,1.0,0.5217953586189793
alpha041_lag15,0.04376612975021086,0.16119622560426364,0.2715084027938508,4.352610812653787,1.9458974090115405e-05,0.603112840466926,257,0.00417398344903884,0.5,0.29346968447635957,0.2715084027938508,0.5,0.0,0.5215084027938508
alpha016_lag7,-0.014781356545408665,0.06777127363658382,-0.21810651847377258,-3.496513481168459,0.0005555107877500809,0.4163424124513619,257,-0.006507872494380618,0.0,0.5923939319747005,0.21810651847377258,0.0,1.0,0.5181065184737725
alpha047_lag10,-0.024914724575626553,0.11673913247142367,-0.2134222179672731,-3.42141843134862,0.000724975427101833,0.39299610894941633,257,-0.014965691072414335,0.0,0.36660969346192473,0.2134222179672731,0.0,1.0,0.513422217967273
alpha011_lag10,-0.026940007267613468,0.10285610140630688,-0.26191938931453196,-4.198887232376766,3.7047209049924526e-05,0.39299610894941633,257,-0.0063167055348239895,-0.5,0.2653806577751636,0.26191938931453196,0.5,0.0,0.511919389314532
return_skew_20_lag4,-0.018255856823042295,0.09174757192664937,-0.19897918211544108,-3.189878952756637,0.001600733525404477,0.42023346303501946,257,-0.002552702360192609,0.0,0.8570824797408586,0.19897918211544108,0.0,1.0,0.49897918211544107
amihud_illiquidity_20_lag10,0.040880148384306196,0.20962783871387916,0.19501297458923608,3.126295809155382,0.001974478508353508,0.5914396887159533,257,0.004490296811833182,0.0,0.9398410971499678,0.19501297458923608,0.0,1.0,0.4950129745892361
alpha018_lag10,-0.029681099685745168,0.12130794396508217,-0.2446756470811896,-3.922449014910443,0.00011264506734881637,0.4046692607003891,257,-0.012024256784468106,-0.5,0.1617369675102004,0.2446756470811896,0.5,0.0,0.4946756470811896
amihud_illiquidity_20_lag7,0.040806277172878345,0.21221576968821754,0.19228673360528287,3.082590841417553,0.00227644780130709,0.6186770428015564,257,0.006557413313098739,0.0,0.9389867909992237,0.19228673360528287,0.0,1.0,0.49228673360528286
amihud_illiquidity_20_lag15,0.03779457151550868,0.20417635601370762,0.18510748381155015,2.9674987118282172,0.0032865737543394417,0.5914396887159533,257,0.004605826481840318,0.0,0.9369858661818542,0.18510748381155015,0.0,1.0,0.4851074838115501
alpha050_lag1,-0.011732619311416174,0.06541924488127719,-0.17934507395657845,-2.875120254352865,0.0043783703076862805,0.39299610894941633,257,-0.0027547579546146547,0.0,0.8075494751317086,0.17934507395657845,0.0,1.0,0.47934507395657844
alpha011_lag3,-0.022446699288906025,0.09833262161669651,-0.2282731703869742,-3.6594973099948827,0.0003068624482048644,0.39299610894941633,257,-0.009142834122749272,-0.5,0.26703569943970057,0.2282731703869742,0.5,0.0,0.4782731703869742
return_skew_20_lag5,-0.01535051947007792,0.08721645611209355,-0.17600485223051152,-2.821572426543724,0.005153620157103039,0.4357976653696498,257,-0.0003804854108060349,0.0,0.8561702866624761,0.17600485223051152,0.0,1.0,0.4760048522305115
amihud_illiquidity_20_lag4,0.036677789040765164,0.21782728727949677,0.16838013959978973,2.6993389844168667,0.00741048427602318,0.5953307392996109,257,0.006027866263072751,0.0,0.9399420294545826,0.16838013959978973,0.0,1.0,0.46838013959978975
alpha050_lag0,-0.011191584109847264,0.06675939807258377,-0.1676405784497829,-2.687482917256461,0.00767111436497149,0.4357976653696498,257,-0.0037092069565015096,0.0,0.8073317851084081,0.1676405784497829,0.0,1.0,0.4676405784497829
vwap_close_gap_lag15,0.022669826428457468,0.1356429367365415,0.16712869076617637,2.67927673341978,0.007856319044502822,0.5680933852140078,257,0.004444106872382059,0.0,0.3179303078807605,0.16712869076617637,0.0,1.0,0.46712869076617636
alpha030_lag15,-0.016371201716805246,0.09893700552838808,-0.16547096437144385,-2.652701357645451,0.008484068673899909,0.42412451361867703,257,0.002674588417563843,0.0,0.6091394726614207,0.16547096437144385,0.0,1.0,0.46547096437144386
return_kurt_20_lag7,-0.01255271997708341,0.07696257210669702,-0.1631016172339063,-2.614717833512658,0.009459672371983956,0.45136186770428016,257,-0.00434837144304534,0.0,0.8541467820023715,0.1631016172339063,0.0,1.0,0.4631016172339063
amihud_illiquidity_20_lag1,0.03514198412350682,0.22006971988635435,0.15968568570748579,2.5599562852725772,0.011043519272307574,0.6070038910505836,257,0.004876533707074214,0.0,0.9433701221274512,0.15968568570748579,0.0,1.0,0.4596856857074858
alpha047_lag15,-0.014647278321845402,0.10948571871844057,-0.13378254710564708,-2.1446973835227183,0.03291855603721496,0.46303501945525294,257,-0.008465433745529088,0.0,0.3624084827631603,0.13378254710564708,0.0,1.0,0.43378254710564706
alpha018_lag5,-0.02265403285055596,0.12690962390696597,-0.17850523981666686,-2.8616566888771753,0.004562586120458696,0.4046692607003891,257,-0.011416772429025675,-0.5,0.16390902824821704,0.17850523981666686,0.5,0.0,0.4285052398166669
log_volume_zscore_20_lag1,-0.0160155857079081,0.09028606307476827,-0.1773871311084322,-2.8437320427037758,0.004818799211303444,0.4396887159533074,257,-0.0019022828261897398,-0.5,0.1964845461695669,0.1773871311084322,0.5,0.0,0.4273871311084322
alpha017_lag15,-0.01544258914953152,0.09899200644859096,-0.15599834475070717,-2.5008437128686882,0.013015426820687646,0.4669260700389105,257,-0.006332335534661823,-0.5,-0.008512867407621734,0.15599834475070717,0.5,0.0,0.4059983447507072
true_range_pct_1_lag0,0.025993313649264452,0.16675845957001711,0.15587403311524717,2.4988508457490184,0.013087049627822086,0.556420233463035,257,-0.0031873816862876755,0.5,0.26601148741444025,0.15587403311524717,0.5,0.0,0.40587403311524717
alpha054_lag0,0.01209142934214246,0.0837369432446865,0.1443977875668362,2.3148726338459027,0.021411404239942457,0.5758754863813229,257,0.00424185413835252,0.5,0.04839273656197228,0.1443977875668362,0.5,0.0,0.3943977875668362
alpha011_lag2,-0.013965174581058675,0.09977234254045787,-0.13997039886475324,-2.243896193565566,0.025694194326458798,0.41245136186770426,257,-0.009749474747933723,-0.5,0.2672089743683518,0.13997039886475324,0.5,0.0,0.38997039886475326
upper_shadow_ratio_lag1,0.011717112049470284,0.09041253118225379,0.12959610682562248,2.077583640294668,0.038744641803512475,0.5758754863813229,257,0.0046934437925825676,0.5,0.054849088293960485,0.12959610682562248,0.5,0.0,0.3795961068256225
true_range_pct_1_lag1,0.021277535844529207,0.16721606112624057,0.127245766352944,2.03990481617899,0.04238632497660903,0.5291828793774319,257,-0.008011554014530888,-0.5,0.26135216732771666,0.127245766352944,0.5,0.0,0.377245766352944
lower_shadow_ratio_lag7,-0.00965079266684673,0.07640460421558817,-0.12631166362193866,-2.024930010223573,0.04391248098164494,0.4591439688715953,257,-0.011158049422747195,-0.5,0.07437841024295998,0.12631166362193866,0.5,0.0,0.3763116636219387
return_skew_20_lag7,-0.005766792623192708,0.08187934425892703,-0.0704303713639472,-1.1290847457516742,0.2599189947683984,0.4591439688715953,257,0.001163895133376329,0.0,0.8598556937834666,0.0704303713639472,0.0,1.0,0.3704303713639472
upper_shadow_ratio_lag3,0.009908136577539908,0.08660115166408516,0.11441114104316197,1.8341501201000872,0.06779236864550862,0.5875486381322957,257,0.0010885208070595814,0.5,0.0515241835737976,0.11441114104316197,0.5,0.0,0.36441114104316197
alpha042_lag10,0.012687028089525645,0.2389736299148118,0.053089657189574674,0.8510919498092937,0.3955136589640693,0.5408560311284046,257,-0.02266821246697584,0.0,0.4816221783881099,0.053089657189574674,0.0,1.0,0.35308965718957463
body_ratio_lag0,0.007821915120088622,0.0778223359788075,0.10050989888325478,1.6112962551297572,0.10834737014835612,0.5252918287937743,257,0.0034634346602083546,0.5,0.03368874107152264,0.10050989888325478,0.5,0.0,0.3505098988832548
alpha005_lag0,0.007286698024983764,0.15807636677563477,0.04609606213512053,0.7389760921043235,0.4605985127697453,0.5175097276264592,257,-0.009287755097821877,0.0,0.5878832424061686,0.04609606213512053,0.0,1.0,0.3460960621351205
alpha011_lag1,-0.008860122585749863,0.10327110458495807,-0.08579478859414062,-1.3753950915019704,0.1702113137410526,0.4591439688715953,257,-0.007992810614667119,-0.5,0.2672432139409464,0.08579478859414062,0.5,0.0,0.33579478859414064
upper_shadow_ratio_lag2,0.007463819510582697,0.0903609718799931,0.0826000357819886,1.3241793077883184,0.18662454849493168,0.5408560311284046,257,0.0006741782634078972,0.5,0.05301589040934208,0.0826000357819886,0.5,0.0,0.3326000357819886
true_range_pct_1_lag15,0.047754201087053784,0.17004368026134878,0.2808349067348926,4.502126044890851,1.022515347582756e-05,0.5914396887159533,257,0.0040932051179185455,0.0,0.25933613613858836,0.2808349067348926,0.0,0.0,0.2808349067348926
true_range_pct_1_lag10,0.04890820834173822,0.1750822413351695,0.2793441982965626,4.478228170643047,1.1345576197031993e-05,0.603112840466926,257,0.004007134448205295,0.0,0.25962186926240644,0.2793441982965626,0.0,0.0,0.2793441982965626
alpha018_lag15,-0.03240119261796379,0.12357151529693153,-0.26220599901285147,-4.203481935373359,3.635056852933684e-05,0.4163424124513619,257,-0.007000349110980034,0.0,0.1598806015268804,0.26220599901285147,0.0,0.0,0.26220599901285147
alpha038_lag15,-0.030213334969342868,0.11777534245385202,-0.2565336201945783,-4.1125467852129045,5.276711495421489e-05,0.41245136186770426,257,-0.003711621549090452,0.0,0.2144417722380573,0.2565336201945783,0.0,0.0,0.2565336201945783
true_range_pct_1_lag7,0.042771847565387565,0.1703279834776714,0.2511146242214193,4.025673671070621,7.488425387300622e-05,0.5953307392996109,257,0.0022565348318247386,0.0,0.25991586498673797,0.2511146242214193,0.0,0.0,0.2511146242214193
true_range_pct_1_lag5,0.03908304236098065,0.16644923863459074,0.23480457274292743,3.7642036550795304,0.00020724694688431508,0.5642023346303502,257,0.0012150375900956897,0.0,0.2609836165717291,0.23480457274292743,0.0,0.0,0.23480457274292743
true_range_pct_1_lag4,0.03430178586875867,0.16628381148657098,0.20628457792795343,3.3069933568673635,0.0010781908147772681,0.556420233463035,257,-0.0008779634974943537,0.0,0.2613344326412593,0.20628457792795343,0.0,0.0,0.20628457792795343
true_range_pct_1_lag3,0.027534630827803795,0.16521762499562048,0.16665674033586714,2.671710792458607,0.008030633659160954,0.5330739299610895,257,-0.0039897409975051396,0.0,0.25823002380295096,0.16665674033586714,0.0,0.0,0.16665674033586714
true_range_pct_1_lag2,0.02629581942683458,0.1627595799709452,0.1615623450953163,2.5900414239242213,0.010146268494891145,0.5603112840466926,257,-0.004292040326287258,0.0,0.259708453577465,0.1615623450953163,0.0,0.0,0.1615623450953163
lower_shadow_ratio_lag15,-0.008568343185341852,0.07652151347367397,-0.111972996826437,-1.7950636948870007,0.07382305507421781,0.4708171206225681,257,-0.011930052749069511,0.0,0.07679783869873155,0.111972996826437,0.0,0.0,0.111972996826437
upper_shadow_ratio_lag10,0.007231358846894947,0.08054437101342164,0.0897810580169524,1.4392998517721547,0.15128718507150346,0.5291828793774319,257,0.001458080752051498,0.0,0.05397272052486997,0.0897810580169524,0.0,0.0,0.0897810580169524
upper_shadow_ratio_lag5,0.007094673332282746,0.08633860073184588,0.08217266983880925,1.317328110528487,0.1889064851378831,0.5175097276264592,257,0.0008154462506732921,0.0,0.053196236208841716,0.08217266983880925,0.0,0.0,0.08217266983880925
upper_shadow_ratio_lag15,0.004664462799182299,0.08429433849018594,0.055335422078498946,0.8870942997830877,0.375860757592694,0.5252918287937743,257,-0.0021481990551541555,0.0,0.05550423067614459,0.055335422078498946,0.0,0.0,0.055335422078498946
upper_shadow_ratio_lag7,0.0001233311259600843,0.0864546633300668,0.001426541047175564,0.02286919271277685,0.9817724298412902,0.490272373540856,257,-0.0019576753761772064,0.0,0.054611637292306406,0.001426541047175564,0.0,0.0,0.001426541047175564
